Order Date,Segment,Market,Sales,Quantity,Profit
23-05-2014,Corporate,Africa,53.97,1,18.33
26-04-2013,Consumer,Africa,43.05,1,10.32
13-12-2014,Corporate,Africa,23.73,1,10.65
16-12-2013,Corporate,Africa,8.127,1,-5.433
16-08-2013,Consumer,Africa,16.74,2,6.18
20-09-2013,Home Office,Africa,13.545,1,-16.725
03-09-2012,Consumer,Africa,16.5,1,4.11
09-09-2014,Consumer,EMEA,20.136,1,-27.204
05-08-2011,Corporate,Africa,10.47,1,3.54
30-08-2013,Consumer,Africa,22.86,2,8.22
03-09-2013,Home Office,EMEA,21.6,2,3.24
29-07-2013,Consumer,Africa,14.55,1,0.57
10-12-2012,Consumer,Africa,31.572,2,-53.688
14-06-2011,Corporate,EMEA,34.65,1,0
26-01-2011,Consumer,EMEA,16.296,2,-5.724
04-08-2014,Corporate,EMEA,28.38,2,5.64
11-08-2014,Consumer,EMEA,15.66,1,0.3
20-08-2013,Consumer,LATAM,17.32,1,6.22
05-09-2014,Consumer,LATAM,10.64,1,5.1
19-10-2012,Corporate,LATAM,13.16,2,4.32
06-05-2013,Consumer,LATAM,132.58,7,56.98
25-12-2013,Home Office,LATAM,21.06,3,6.9
10-06-2014,Corporate,LATAM,9.28,2,1.2
16-10-2014,Consumer,LATAM,27.072,6,-14.448
15-04-2012,Corporate,LATAM,10.32,3,0
18-02-2011,Consumer,EU,55.2,5,8.25
10-12-2012,Consumer,EU,12.36,1,3.45
16-08-2012,Home Office,EU,91.584,4,-1.056
17-11-2014,Consumer,EU,34.92,2,14.28
01-09-2011,Corporate,EU,21.42,3,5.31
02-07-2013,Corporate,EU,83.37,7,19.95
24-12-2014,Home Office,EU,19.14,1,4.2
09-02-2011,Home Office,APAC,25.725,1,-11.835
20-09-2014,Home Office,APAC,15.714,2,4.314
07-05-2014,Consumer,APAC,12.42,2,0.66
08-02-2011,Corporate,APAC,38.88,3,8.1
05-08-2014,Consumer,APAC,21.7035,3,-5.7465
25-11-2013,Consumer,APAC,22.74,2,4.32
08-08-2012,Consumer,APAC,15.75,1,3.45
03-06-2014,Consumer,APAC,50.1,2,16.98
03-12-2014,Consumer,US,8.752,4,-3.7196
17-04-2014,Corporate,US,25.98,2,1.5588
02-04-2012,Consumer,US,32.192,2,-80.48
20-11-2014,Consumer,US,25.06,7,12.53
09-07-2012,Corporate,US,48.632,2,-121.58
21-05-2014,Consumer,US,7.41,3,3.4827
24-12-2011,Home Office,US,20.34,1,0.2034
23-09-2013,Consumer,US,7.506,9,-6.0048
15-02-2011,Consumer,US,16.176,3,6.066
29-09-2011,Home Office,US,6.16,2,2.9568
22-07-2013,Consumer,US,6.264,3,2.0358
08-02-2012,Consumer,US,5.81,1,1.8011
21-08-2014,Consumer,US,25.92,4,12.4416
01-12-2011,Consumer,US,9.82,2,3.2406
12-08-2011,Home Office,US,31.104,6,10.8864
05-11-2013,Consumer,US,11.376,3,-5.688
14-11-2014,Corporate,EMEA,11.82,1,3.9
23-12-2013,Corporate,Africa,13.563,1,-18.087
05-04-2013,Consumer,Africa,17.46,1,0.51
15-12-2014,Consumer,EMEA,23.16,4,6.24
18-11-2013,Consumer,EMEA,6.996,1,-8.424
09-10-2012,Corporate,EMEA,18.72,1,2.97
10-09-2012,Corporate,Africa,26.136,4,-50.544
12-01-2011,Corporate,Africa,15.282,2,-22.458
12-01-2011,Corporate,Africa,15.552,1,-28.518
09-12-2014,Consumer,EMEA,6.03,1,1.86
10-05-2012,Consumer,Africa,12.81,1,4.47
28-07-2014,Corporate,Africa,5.91,1,0.51
14-08-2014,Home Office,EMEA,34.92,1,11.16
04-10-2011,Consumer,LATAM,10.76,1,1.5
14-03-2014,Corporate,LATAM,28,2,1.68
02-10-2014,Consumer,LATAM,66.96,2,20.72
12-10-2012,Consumer,LATAM,17.64,2,0.32
25-09-2013,Consumer,LATAM,20.064,1,3.004
13-12-2014,Consumer,LATAM,11.84,2,2.48
08-06-2012,Corporate,LATAM,33.22,1,11.62
22-04-2014,Consumer,LATAM,18.564,2,-23.516
08-04-2014,Consumer,LATAM,20.352,1,-11.548
20-12-2012,Consumer,LATAM,13.068,3,-1.572
26-10-2011,Consumer,LATAM,17.604,3,-8.256
08-11-2012,Home Office,LATAM,18.44,5,-17.56
23-06-2014,Consumer,LATAM,16,2,4.96
09-09-2011,Home Office,EU,16.62,2,6.96
30-06-2014,Home Office,EU,41.52,4,8.64
01-11-2013,Home Office,EU,29.52,3,4.95
12-08-2014,Consumer,EU,18.24,4,6.48
06-06-2012,Consumer,EU,16.08,2,6.72
13-08-2014,Consumer,EU,15.12,3,2.52
28-09-2011,Corporate,EU,13.44,1,4.95
04-11-2014,Consumer,EU,18.522,2,3.882
10-08-2012,Consumer,EU,13.68,2,2.82
27-04-2011,Consumer,EU,24.72,2,4.92
14-11-2014,Consumer,EU,20.58,2,5.94
13-02-2014,Consumer,APAC,12.8733,1,-2.0367
10-10-2013,Home Office,APAC,27.288,4,4.008
20-08-2014,Consumer,APAC,22.0374,3,1.2474
04-06-2013,Corporate,APAC,10.449,3,4.329
31-12-2012,Home Office,APAC,22.92,2,10.98
19-05-2011,Consumer,APAC,10.206,1,0.336
06-06-2014,Corporate,APAC,37.26,3,5.31
22-09-2014,Home Office,APAC,23.5554,2,2.2554
05-07-2012,Corporate,APAC,46.41,1,1.83
22-11-2014,Consumer,APAC,18.72,2,9.12
08-09-2011,Corporate,APAC,76.797,2,4.317
07-02-2013,Consumer,APAC,46.32,1,16.2
27-06-2013,Consumer,APAC,27.18,2,4.86
13-02-2014,Corporate,APAC,26.76,2,10.38
23-05-2011,Consumer,US,21.168,9,2.3814
16-10-2013,Home Office,US,71.6,8,32.936
11-12-2012,Consumer,US,12.828,2,-8.9796
26-07-2014,Consumer,US,20.23,7,9.5081
27-12-2011,Consumer,US,32.952,6,-19.7712
08-09-2011,Home Office,US,14.97,1,4.1916
04-07-2014,Home Office,US,24.56,2,11.5432
05-09-2013,Consumer,US,62.376,3,7.0173
19-11-2014,Consumer,US,44.384,1,15.5344
28-12-2012,Consumer,US,24.816,2,1.551
05-08-2012,Corporate,US,14.76,5,-11.439
20-05-2014,Corporate,US,27.888,7,10.1094
29-03-2012,Consumer,US,17.64,4,8.1144
17-06-2011,Consumer,US,17.9,5,8.95
01-12-2012,Home Office,US,32.4,5,15.552
14-09-2014,Consumer,US,15.92,5,2.786
24-03-2014,Consumer,US,32.48,2,4.872
30-12-2011,Consumer,US,35.448,7,12.8499
30-07-2013,Consumer,US,27.396,3,-20.0904
25-09-2014,Home Office,US,15.51,1,3.8775
17-10-2011,Consumer,US,5.312,2,-1.5936
15-09-2014,Consumer,US,8.56,2,3.852
18-11-2014,Consumer,EMEA,12.9,1,5.01
27-08-2014,Corporate,EMEA,12.57,1,1.62
28-11-2012,Consumer,Africa,13.185,1,-10.995
12-07-2012,Corporate,EMEA,51.66,2,18.06
07-12-2013,Home Office,EMEA,18.564,1,-4.656
02-06-2011,Consumer,EMEA,12.384,2,-9.936
02-04-2014,Corporate,Africa,14.28,2,3.54
01-08-2011,Corporate,EMEA,13.26,1,6.09
12-12-2011,Home Office,Africa,20.49,1,2.85
06-08-2013,Home Office,Africa,9.684,2,-17.136
29-04-2013,Consumer,EMEA,10.836,1,-2.724
12-09-2013,Consumer,LATAM,26.368,1,-0.012
26-08-2014,Consumer,LATAM,9.408,2,0.288
04-02-2013,Consumer,LATAM,19.8,3,-10.56
15-04-2013,Corporate,LATAM,27,3,9.18
02-05-2013,Corporate,LATAM,21.144,2,3.504
07-02-2013,Corporate,LATAM,25.6,2,4.08
25-10-2012,Consumer,LATAM,19.68,2,7.84
13-11-2011,Consumer,LATAM,21.76,4,6.96
13-09-2011,Consumer,LATAM,18.72,4,8.56
27-12-2011,Consumer,LATAM,31.52,8,6.24
06-11-2014,Consumer,LATAM,13.932,3,-3.948
08-05-2014,Home Office,LATAM,45.36,3,7.56
01-01-2014,Consumer,EU,13.8,2,4.92
18-02-2013,Corporate,EU,33.57,3,8.64
17-04-2014,Consumer,EU,31.2,1,4.05
07-09-2013,Consumer,EU,19.77,2,-3.21
20-12-2014,Consumer,EU,49.56,2,5.94
26-12-2013,Home Office,EU,18.54,2,6.48
27-11-2012,Corporate,EU,15.768,1,3.678
07-08-2014,Consumer,EU,43.515,3,-7.875
17-06-2013,Consumer,APAC,18.6507,3,-1.4193
19-05-2014,Corporate,APAC,31.8,4,5.64
18-06-2013,Corporate,APAC,33,4,0.24
14-08-2014,Consumer,APAC,23.22,4,6.9
09-11-2012,Consumer,APAC,11.5911,3,-4.6089
23-01-2012,Consumer,APAC,30.3,2,10.56
16-08-2014,Consumer,APAC,22.5225,3,2.0025
30-08-2013,Consumer,APAC,22.437,3,2.457
11-08-2011,Consumer,US,40.97,1,10.6522
25-09-2011,Home Office,US,33.792,8,10.56
20-11-2014,Consumer,US,18.7,1,7.106
07-10-2014,Home Office,US,41.96,2,2.9372
19-07-2013,Consumer,US,15.576,3,3.3099
02-06-2014,Consumer,US,3.798,2,-2.6586
27-09-2013,Consumer,US,7.83,3,3.6018
07-09-2011,Home Office,US,21.864,3,3.5529
22-11-2012,Consumer,US,32.985,3,-1.9791
14-09-2013,Consumer,US,17.64,3,8.6436
26-03-2012,Corporate,US,13.11,3,3.4086
07-12-2013,Home Office,US,13.86,7,0
09-10-2012,Corporate,EMEA,29.04,4,10.08
25-11-2011,Consumer,EMEA,36.36,6,-39.24
13-03-2013,Consumer,Africa,25.02,2,-55.08
09-01-2013,Home Office,Africa,11.13,1,0.75
09-05-2014,Corporate,Africa,29.322,2,-40.098
01-11-2011,Home Office,EMEA,11.664,1,-9.066
01-11-2012,Corporate,EMEA,13.38,1,5.07
17-12-2014,Consumer,EMEA,19.68,2,3.3
19-12-2011,Corporate,EMEA,7.929,1,-7.671
23-03-2013,Corporate,EMEA,17.52,1,5.43
24-11-2013,Consumer,Africa,19.86,1,8.91
08-07-2012,Consumer,LATAM,12.864,3,3.504
30-10-2014,Consumer,LATAM,16,2,4.96
20-11-2014,Home Office,LATAM,14.952,3,-22.428
20-11-2014,Home Office,LATAM,14.952,3,-22.428
18-04-2013,Home Office,LATAM,21.552,2,-11.168
25-12-2012,Consumer,LATAM,20.4,5,8.7
25-11-2014,Consumer,LATAM,26.76,2,7.48
15-03-2013,Home Office,LATAM,6.336,2,-6.584
19-11-2014,Consumer,LATAM,30.52,7,10.64
09-04-2012,Home Office,LATAM,20.58,7,6.16
06-01-2014,Home Office,EU,16.86,1,6.06
16-08-2011,Corporate,EU,48,2,5.76
03-09-2013,Consumer,EU,22.86,4,-6.42
17-02-2014,Consumer,EU,8.37,2,-2.19
27-12-2013,Consumer,EU,265.3785,1,15.5985
02-08-2014,Corporate,EU,20.82,2,7.02
27-12-2014,Corporate,EU,16.875,5,-11.925
25-07-2012,Corporate,EU,13.95,2,-5.07
21-03-2012,Corporate,EU,47.64,1,23.34
05-11-2014,Consumer,EU,12.852,2,2.112
16-10-2012,Consumer,EU,11.808,1,-4.752
14-08-2013,Consumer,EU,26.55,3,12.15
02-09-2013,Corporate,APAC,15.282,1,4.062
22-12-2011,Home Office,APAC,40.26,2,4.02
03-10-2014,Home Office,APAC,22.5,2,9
24-05-2012,Corporate,APAC,31.92,2,4.44
08-05-2012,Home Office,APAC,23.16,2,1.62
23-10-2012,Consumer,APAC,10.044,2,-4.896
07-12-2012,Consumer,US,3.96,2,0
05-09-2014,Consumer,US,16.784,1,-0.2098
23-11-2012,Corporate,US,23.912,2,-40.6504
09-11-2012,Consumer,US,17.34,3,8.4966
15-11-2013,Consumer,US,8.26,2,3.8822
20-03-2013,Consumer,US,14.98,1,6.8908
20-05-2013,Corporate,US,21.4,5,6.206
15-03-2012,Corporate,US,16.776,3,1.6776
05-11-2013,Corporate,US,15.176,1,5.3116
26-05-2014,Home Office,US,29.84,2,13.428
03-09-2014,Consumer,US,10.9,1,2.834
29-07-2013,Consumer,US,18.9,3,8.694
18-08-2014,Home Office,US,16.784,2,-22.2388
04-12-2014,Consumer,US,10.32,2,3.741
04-05-2011,Corporate,US,57.68,4,19.0344
29-04-2014,Consumer,US,28.08,3,5.265
21-10-2014,Consumer,US,4.768,2,-0.7748
17-11-2014,Consumer,US,12.42,3,4.4712
23-09-2014,Consumer,EMEA,21.96,1,-23.07
02-06-2014,Corporate,EMEA,54.96,1,-33
27-05-2014,Consumer,Africa,29.04,2,9.24
18-09-2014,Consumer,Africa,13.68,1,4.08
06-11-2014,Consumer,Africa,25.44,1,2.28
22-06-2013,Corporate,EMEA,21.408,8,-18.432
07-08-2014,Consumer,Africa,16.02,2,-15
02-03-2014,Corporate,Africa,23.79,1,2.85
06-05-2014,Corporate,EMEA,23.244,1,-24.426
20-06-2012,Consumer,LATAM,9.564,1,-2.716
14-05-2011,Consumer,LATAM,31.4,1,3.76
28-08-2014,Corporate,LATAM,9.74,1,3.5
24-07-2013,Consumer,LATAM,41.2,5,5.7
19-12-2012,Corporate,LATAM,14.4,3,3.42
11-08-2011,Consumer,LATAM,16.08,2,7.04
03-11-2014,Corporate,LATAM,14.72,2,2.2
04-12-2013,Home Office,LATAM,15.76,5,-18.54
03-03-2011,Consumer,LATAM,7.848,3,-0.672
10-04-2014,Corporate,EU,54.18,2,27.06
16-04-2013,Home Office,EU,8.94,2,-5.04
30-04-2014,Corporate,EU,78.84,2,38.58
25-01-2013,Consumer,EU,17.37,3,4.68
18-12-2014,Home Office,APAC,20.64,4,-6.24
29-08-2014,Corporate,APAC,20.196,3,-9.954
21-12-2011,Consumer,APAC,23.6274,2,-1.8126
20-01-2011,Consumer,APAC,138.753,3,27.693
20-10-2014,Consumer,APAC,15.6933,3,-13.6467
20-09-2011,Consumer,US,21.72,4,10.6428
27-06-2014,Home Office,US,15.92,4,5.4128
10-04-2014,Home Office,US,12.96,2,6.2208
10-12-2014,Corporate,US,12.96,2,6.2208
14-03-2011,Corporate,US,10.56,2,4.752
12-11-2013,Consumer,US,6.96,4,2.2272
17-09-2014,Home Office,US,20.736,4,7.2576
19-09-2014,Corporate,US,9.82,2,3.2406
30-06-2011,Corporate,US,21.312,6,7.1928
27-12-2013,Corporate,US,17.76,2,4.9728
11-11-2013,Consumer,US,14.7,5,3.969
06-12-2011,Consumer,US,10.776,3,-4.8492
06-09-2013,Corporate,US,10.368,2,3.7584
14-11-2013,Home Office,US,14.94,3,6.8724
13-08-2012,Consumer,US,11.36,4,5.5664
17-12-2014,Home Office,US,13.36,2,6.4128
14-04-2013,Consumer,US,6.12,3,2.8764
09-07-2011,Home Office,US,14.304,6,4.6488
23-09-2011,Consumer,US,9.84,3,2.8536
06-11-2014,Consumer,US,101.4,5,38.532
27-12-2014,Corporate,Africa,13.32,2,-27.12
11-10-2011,Consumer,EMEA,23.232,4,-18.048
28-12-2014,Consumer,Africa,8.76,1,1.38
18-06-2014,Home Office,Africa,13.95,1,6.39
15-06-2012,Consumer,EMEA,9.12,1,1.98
05-09-2013,Consumer,EMEA,29.01,1,3.18
10-03-2014,Consumer,EMEA,11.94,1,-11.07
28-04-2014,Consumer,EMEA,16.65,1,7.98
26-09-2014,Consumer,Africa,13.29,1,0.39
01-11-2011,Home Office,EMEA,6.984,1,-9.966
17-08-2011,Corporate,Africa,29.79,1,10.71
15-05-2013,Consumer,Africa,12.36,1,3.45
09-06-2014,Consumer,Africa,10.77,1,0
15-11-2013,Home Office,LATAM,31.68,9,-30.24
19-12-2013,Consumer,LATAM,10.72,2,4.48
25-03-2013,Consumer,LATAM,19.84,2,5.12
04-04-2012,Corporate,LATAM,25.12,2,-0.32
09-08-2013,Corporate,LATAM,12.696,2,-4.024
14-05-2013,Corporate,LATAM,34.68,2,14.2
05-06-2013,Corporate,LATAM,39.5,1,5.12
10-11-2014,Corporate,LATAM,17.16,3,4.62
16-08-2013,Consumer,LATAM,18.04,2,8.64
23-03-2013,Consumer,LATAM,6.096,2,-3.224
10-10-2011,Consumer,LATAM,21.552,2,-11.168
17-08-2011,Consumer,EU,31.59,3,7.2
05-08-2013,Home Office,EU,21.105,1,-13.515
01-12-2012,Consumer,EU,6.48,1,0.06
09-04-2012,Consumer,EU,21.285,3,-12.375
31-03-2012,Consumer,EU,20.7,3,7.38
29-01-2014,Home Office,APAC,15.96,1,2.37
17-10-2014,Home Office,APAC,40.56,2,2.82
24-10-2012,Consumer,APAC,33.372,6,-17.388
04-07-2013,Home Office,APAC,17.88,1,3.75
12-08-2014,Consumer,APAC,16.1415,3,6.2415
13-05-2014,Home Office,APAC,11.28,1,5.28
26-09-2012,Consumer,APAC,24.948,9,-18.252
21-07-2012,Corporate,APAC,30.48,2,-14.04
07-07-2014,Corporate,US,16.056,3,5.8203
18-12-2014,Consumer,US,13.23,3,6.0858
16-04-2012,Corporate,US,7.872,3,1.2792
21-01-2011,Consumer,US,22.96,7,6.6584
15-07-2013,Corporate,US,14.07,7,6.8943
10-12-2014,Corporate,US,41.54,2,19.5238
19-09-2013,Consumer,US,13.08,2,6.0168
31-12-2011,Home Office,US,63.2,5,23.384
30-05-2014,Home Office,US,23.55,5,1.1775
16-06-2012,Consumer,US,28.752,3,9.3444
21-05-2011,Home Office,US,17.94,3,8.7906
04-02-2013,Consumer,US,14.368,2,3.9512
21-10-2013,Consumer,US,20.86,7,1.4602
25-09-2012,Consumer,US,10.76,2,5.1648
22-07-2014,Consumer,US,14.94,3,7.1712
30-04-2012,Corporate,US,19.8,5,1.7325
17-07-2013,Corporate,US,24.1,5,11.086
25-10-2013,Corporate,US,15.552,3,5.4432
22-09-2012,Home Office,US,25.424,1,-4.767
01-12-2013,Consumer,US,33.36,4,16.68
09-06-2012,Consumer,Africa,15.768,6,-12.672
26-11-2011,Consumer,EMEA,9.84,1,3.63
16-07-2014,Consumer,Africa,4.788,1,-10.242
08-12-2011,Consumer,Africa,25.35,1,6.84
14-11-2012,Consumer,Africa,18.84,1,1.5
19-08-2014,Home Office,Africa,24.192,1,3.492
30-08-2011,Home Office,EMEA,20.664,2,-12.936
17-10-2012,Home Office,Africa,21.078,1,-42.882
15-03-2013,Corporate,Africa,4.185,1,-5.325
28-10-2013,Corporate,EMEA,10.68,1,-8.55
21-04-2011,Consumer,Canada,49.47,1,7.89
28-08-2012,Consumer,Africa,30.21,1,2.1
01-08-2014,Corporate,LATAM,12.012,1,1.592
07-11-2011,Home Office,LATAM,35.136,3,-6.444
21-03-2012,Consumer,LATAM,20.064,4,-10.416
26-09-2011,Home Office,LATAM,25.8,6,5.16
22-04-2014,Consumer,LATAM,65.712,4,-0.048
08-04-2014,Corporate,LATAM,23.616,3,-0.804
30-09-2013,Consumer,LATAM,7.504,2,-3.416
03-05-2013,Corporate,LATAM,14.76,2,3.36
23-09-2011,Home Office,LATAM,16.76,2,3.16
05-09-2013,Home Office,LATAM,15.74,1,7.54
17-02-2014,Corporate,EU,27.3,2,-25.14
15-03-2012,Consumer,EU,16.785,3,-8.145
10-05-2014,Consumer,EU,177.12,8,10.56
11-12-2014,Consumer,EU,11.82,2,1.02
10-10-2013,Home Office,APAC,17.388,2,0.828
02-09-2011,Consumer,APAC,14.6916,2,0.8316
28-11-2011,Home Office,APAC,19.332,2,6.612
25-05-2013,Consumer,APAC,14.5008,3,0.8208
14-10-2011,Corporate,APAC,13.794,1,-3.036
08-02-2013,Corporate,APAC,10.9281,1,-2.8719
17-10-2011,Consumer,APAC,18.513,3,0.603
25-11-2014,Corporate,APAC,13.7376,2,-6.7824
14-05-2013,Home Office,APAC,14.6916,2,0.8316
24-09-2014,Consumer,APAC,26.676,2,2.196
15-04-2014,Consumer,US,13.872,3,5.0286
26-08-2014,Consumer,US,9.728,2,1.7024
03-05-2011,Home Office,US,21.56,7,10.3488
17-04-2014,Consumer,US,26.046,3,-44.2782
01-11-2011,Corporate,US,10.272,3,0.8988
15-07-2013,Consumer,US,29.61,9,13.3245
22-02-2013,Consumer,US,10.65,3,5.0055
03-10-2014,Consumer,US,22.638,7,-16.6012
21-01-2011,Consumer,US,19.05,5,8.9535
16-12-2013,Consumer,US,14.76,2,4.2804
27-11-2014,Home Office,US,27.46,2,9.8856
03-12-2012,Consumer,US,9.344,2,1.168
18-12-2013,Corporate,US,13.488,2,4.3836
06-01-2014,Home Office,Africa,29.1,2,6.36
17-09-2013,Corporate,EMEA,13.968,1,-9.792
30-09-2014,Consumer,EMEA,15.48,1,4.32
21-05-2011,Consumer,EMEA,20.208,1,-15.672
31-10-2013,Consumer,Africa,8.541,1,-6.279
15-07-2013,Home Office,Africa,9.45,2,-18.63
17-08-2012,Corporate,Africa,4.194,1,-4.776
02-02-2012,Consumer,EMEA,17.946,2,-17.994
14-02-2014,Home Office,EMEA,18.69,1,8.58
22-09-2014,Consumer,Africa,23.97,1,0.45
03-05-2011,Consumer,Africa,16.98,1,2.88
12-06-2014,Consumer,Africa,18.33,1,3.48
15-11-2012,Consumer,Africa,16.98,1,0.48
12-06-2013,Corporate,Africa,17.82,2,3.18
06-02-2014,Corporate,EMEA,5.808,1,-4.512
26-12-2014,Consumer,EMEA,17.622,2,-20.598
31-07-2012,Home Office,LATAM,13.608,2,1.568
17-11-2014,Home Office,LATAM,14.64,2,1.88
26-12-2014,Home Office,LATAM,11.64,2,-3.72
28-03-2011,Home Office,LATAM,30,4,2.4
03-11-2012,Consumer,LATAM,5.448,3,-1.692
28-03-2011,Home Office,LATAM,44.82,3,11.16
07-08-2014,Consumer,LATAM,13.68,2,1.88
29-12-2014,Consumer,LATAM,14.04,3,6.42
26-06-2014,Corporate,LATAM,29.28,1,11.4
05-01-2012,Consumer,LATAM,15.24,3,6.06
29-10-2014,Consumer,LATAM,22.536,3,-29.904
19-04-2013,Corporate,LATAM,15.768,2,-8.432
28-09-2014,Consumer,LATAM,7.98,3,2.7
21-11-2014,Corporate,LATAM,16.24,1,7.78
06-07-2012,Corporate,LATAM,40.368,3,-51.492
06-03-2012,Corporate,EU,29.22,2,-21.66
26-01-2011,Consumer,EU,12.78,1,5.49
28-08-2014,Consumer,EU,34.02,2,14.28
03-09-2014,Consumer,EU,19.2,4,-18.48
23-09-2013,Corporate,EU,26.88,2,4.56
01-07-2014,Consumer,EU,9.045,3,-3.465
01-11-2013,Consumer,APAC,43.578,3,18.378
01-04-2014,Corporate,APAC,33.7875,5,1.0875
24-01-2011,Consumer,APAC,11.8773,3,4.2273
07-08-2013,Consumer,APAC,23.532,4,-1.788
03-01-2012,Consumer,APAC,15.255,1,-0.345
02-04-2014,Home Office,APAC,93.51,3,20.52
26-09-2014,Consumer,APAC,20.142,2,3.522
21-07-2014,Consumer,APAC,14.0934,2,0.4734
09-05-2013,Consumer,APAC,13.8444,4,0.8844
28-11-2014,Consumer,APAC,16.0605,5,5.8605
30-12-2011,Corporate,US,9.84,3,2.8536
02-10-2014,Corporate,US,19.44,3,9.3312
02-03-2013,Consumer,US,26.38,1,12.1348
12-02-2014,Corporate,US,21.336,7,7.7343
31-10-2011,Corporate,US,11.34,3,5.2164
13-06-2012,Corporate,US,32.4,5,15.552
23-11-2011,Corporate,US,6.368,2,-2.5472
04-11-2013,Consumer,US,8.75,1,2.625
19-03-2012,Corporate,US,11.96,2,5.8604
26-03-2014,Consumer,US,11.05,5,2.9835
31-01-2011,Consumer,US,10.56,2,4.752
24-12-2014,Corporate,US,44.96,2,20.6816
14-07-2011,Consumer,US,31.984,2,1.1994
23-09-2014,Consumer,US,17.94,3,6.4584
22-04-2011,Corporate,US,9.912,3,3.3453
03-06-2013,Corporate,US,11.232,3,3.9312
08-02-2012,Consumer,US,9.54,2,4.293
08-11-2014,Consumer,US,7.88,4,2.5216
04-06-2011,Consumer,US,13.96,2,6.7008
19-12-2011,Corporate,US,14.62,2,6.8714
22-10-2013,Home Office,US,28.752,8,-21.0848
25-03-2014,Home Office,Africa,14.28,1,1.56
17-06-2014,Consumer,EMEA,11.712,1,-16.128
07-11-2013,Consumer,EMEA,10.92,1,1.74
21-05-2013,Consumer,EMEA,14.28,1,6.54
05-04-2013,Home Office,EMEA,6.072,1,-8.808
25-11-2014,Corporate,EMEA,48.45,1,22.77
12-09-2012,Consumer,EMEA,27.33,1,3.54
13-04-2011,Home Office,EMEA,18.36,1,3.3
20-01-2012,Consumer,EMEA,14.55,1,3.18
02-08-2014,Home Office,Africa,5.931,1,-5.559
14-03-2013,Consumer,Africa,18.06,2,9
18-11-2011,Home Office,Africa,10.404,2,-14.916
07-06-2013,Home Office,EMEA,6.636,1,-7.494
23-08-2011,Consumer,Africa,12.9,2,3.3
08-09-2011,Consumer,EMEA,24.09,1,4.56
19-06-2014,Consumer,Africa,14.553,1,-18.447
24-11-2014,Corporate,Africa,15.72,2,5.64
21-11-2011,Consumer,Africa,6.48,2,-9.54
04-01-2013,Consumer,LATAM,25.62,3,12.78
08-10-2014,Corporate,LATAM,10.12,1,1.6
19-04-2013,Corporate,LATAM,25.056,4,-16.304
13-12-2013,Corporate,LATAM,21.36,2,3.6
25-06-2013,Consumer,LATAM,17.964,3,-9.936
01-04-2011,Consumer,LATAM,15.28,2,1.96
29-09-2014,Home Office,LATAM,18.48,2,4.96
27-10-2012,Consumer,LATAM,13.24,1,2.78
10-11-2012,Consumer,LATAM,21.16,2,4.44
31-01-2013,Consumer,LATAM,13.92,3,1.8
20-04-2012,Consumer,LATAM,25.86,3,0.48
15-09-2014,Consumer,EU,618.084,4,27.444
26-11-2014,Consumer,EU,13.83,1,5.1
25-04-2012,Corporate,EU,155.4,5,-31.2
16-02-2013,Corporate,EU,8.64,1,3.36
11-03-2014,Consumer,EU,27,3,3.78
16-09-2014,Consumer,EU,15.24,2,6.84
01-12-2014,Corporate,EU,16.173,1,2.313
13-05-2013,Consumer,APAC,34.92,2,1.02
22-10-2013,Corporate,APAC,48.84,2,-35.22
08-05-2014,Corporate,APAC,14.628,2,-9.432
26-04-2013,Consumer,APAC,11.484,3,-0.486
23-05-2012,Consumer,APAC,18.444,5,-1.506
30-03-2011,Consumer,APAC,22.05,3,7.92
09-06-2011,Consumer,US,18.504,3,5.7825
22-09-2011,Consumer,US,4.608,2,1.6704
09-12-2012,Corporate,US,34.02,3,16.6698
09-03-2013,Consumer,US,9.702,3,-7.1148
25-11-2011,Corporate,US,15.696,3,5.1012
11-06-2012,Consumer,US,32.4,5,15.552
28-08-2013,Consumer,US,11.68,4,5.256
02-08-2012,Consumer,US,6.368,2,2.1492
02-04-2011,Consumer,US,15.84,3,7.128
12-05-2012,Consumer,US,14.592,3,4.9248
06-06-2011,Consumer,US,13.984,2,4.7196
27-11-2013,Consumer,US,17.856,4,4.2408
25-09-2012,Corporate,US,10.48,1,3.799
02-10-2012,Consumer,US,10.944,2,0.9576
20-05-2011,Corporate,US,10.332,3,-5.9409
27-02-2014,Consumer,US,29.6,4,13.32
29-03-2011,Home Office,Canada,4.53,1,2.25
13-08-2013,Home Office,Africa,25.26,1,10.08
24-08-2011,Home Office,Africa,13.74,1,4.65
21-08-2014,Consumer,EMEA,10.14,1,-8.37
23-07-2014,Consumer,Africa,26.37,1,10.8
16-01-2014,Consumer,EMEA,19.56,4,4.68
22-09-2012,Corporate,EMEA,12.06,1,3.36
15-11-2011,Consumer,Africa,14.7,1,2.94
14-02-2013,Corporate,EMEA,16.092,1,-24.138
26-06-2014,Consumer,EMEA,16.68,1,6.33
29-07-2013,Home Office,Africa,18.66,1,8.94
06-03-2014,Consumer,EMEA,13.8,1,1.38
28-06-2013,Consumer,EMEA,10.224,2,-4.356
11-03-2013,Consumer,EMEA,34.92,2,16.74
26-09-2013,Corporate,EMEA,15.3,1,0.6
02-06-2014,Consumer,Africa,19.14,1,4.2
05-08-2013,Consumer,Africa,29.196,2,-36.984
19-03-2012,Consumer,Africa,11.31,1,0.99
04-09-2014,Corporate,Africa,48.66,1,22.86
